Age,YearsAtCompany,MonthlyIncome,DistanceFromHome,JobLevel,PercentSalaryHike,PerformanceRating,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,Gender,Department,Education,MaritalStatus,JobRole,OverTime,BusinessTravel,target,PercentOfYearsInCurrentRole,YearsSincePromoOverTotalYearsRatio,SalaryHikeToIncome,SatisfactionToJobRoleAvg,SatisfactionToDepartmentAvg,DeptOvertimeRatio,DistanceGroup,AgeGroup,YearsAtCompanyPerformanceInteraction
29.0,27.0,12792.0,44.0,4.0,10.0,1.0,26.0,5.0,10.0,4.0,Male,HR,PhD,Married,Technician,No,Travel_Rarely,0,0.9629629629629629,0.18518518518518517,0.0007817385866166354,greater,equal,0.47465437788018433,Very Far,Under 30,27.0
59.0,12.0,7905.0,44.0,1.0,4.0,2.0,8.0,5.0,4.0,3.0,Male,Finance,Bachelors,Married,Clerk,Yes,Travel_Rarely,0,0.6666666666666666,0.4166666666666667,0.0005060088551549652,greater,greater,0.5064177362893816,Very Far,50+,24.0
26.0,21.0,6073.0,37.0,5.0,24.0,4.0,7.0,6.0,3.0,3.0,Male,Support,High School,Divorced,Engineer,No,Travel_Rarely,0,0.3333333333333333,0.2857142857142857,0.003951918327021241,greater,equal,0.48679678530424797,Far,Under 30,84.0
32.0,17.0,4234.0,7.0,4.0,13.0,1.0,3.0,0.0,3.0,4.0,Male,Sales,PhD,Single,Technician,Yes,Travel_Frequently,0,0.17647058823529413,0.0,0.0030703826169107226,greater,greater,0.48325892857142855,Close,30-40,17.0
57.0,26.0,17273.0,26.0,3.0,21.0,3.0,12.0,5.0,0.0,1.0,Female,HR,Masters,Married,Manager,No,Travel_Rarely,1,0.46153846153846156,0.19230769230769232,0.001215770277311411,less,less,0.47465437788018433,Far,50+,78.0
42.0,7.0,9631.0,24.0,5.0,2.0,1.0,1.0,1.0,0.0,1.0,Female,Finance,PhD,Divorced,Technician,Yes,Travel_Rarely,0,0.14285714285714285,0.14285714285714285,0.00020766275568476794,less,less,0.5064177362893816,Moderate,40-50,7.0
22.0,5.0,19831.0,13.0,2.0,17.0,2.0,4.0,0.0,4.0,4.0,Male,Sales,High School,Divorced,Executive,Yes,Non-Travel,0,0.8,0.0,0.0008572437093439564,greater,greater,0.48325892857142855,Close,Under 30,10.0
28.0,10.0,14061.0,41.0,1.0,2.0,4.0,10.0,5.0,6.0,1.0,Female,HR,Masters,Married,Manager,Yes,Travel_Rarely,0,1.0,0.5,0.00014223739421093806,less,less,0.47465437788018433,Very Far,Under 30,40.0
51.0,28.0,18485.0,6.0,1.0,5.0,2.0,18.0,6.0,0.0,4.0,Female,Development,High School,Divorced,Clerk,Yes,Non-Travel,0,0.6428571428571429,0.21428571428571427,0.0002704895861509332,greater,greater,0.49280575539568344,Close,50+,56.0
41.0,4.0,13899.0,21.0,3.0,7.0,1.0,4.0,1.0,3.0,4.0,Female,Sales,PhD,Married,Manager,Yes,Travel_Rarely,0,1.0,0.25,0.00050363335491762,equal,greater,0.48325892857142855,Moderate,40-50,4.0
32.0,6.0,15738.0,7.0,1.0,23.0,4.0,4.0,2.0,1.0,2.0,Male,Support,Masters,Divorced,Manager,No,Travel_Rarely,0,0.6666666666666666,0.3333333333333333,0.0014614309315033676,less,less,0.48679678530424797,Close,30-40,24.0
55.0,21.0,12850.0,18.0,1.0,20.0,3.0,7.0,0.0,1.0,4.0,Female,Finance,High School,Single,Executive,No,Travel_Rarely,1,0.3333333333333333,0.0,0.0015564202334630351,greater,greater,0.5064177362893816,Moderate,50+,63.0
25.0,3.0,18919.0,15.0,4.0,16.0,3.0,0.0,0.0,0.0,1.0,Male,HR,PhD,Divorced,Engineer,No,Travel_Rarely,0,0.0,0.0,0.0008457106612400233,equal,less,0.47465437788018433,Moderate,Under 30,9.0
22.0,31.0,9039.0,8.0,5.0,0.0,4.0,0.0,0.0,0.0,3.0,Male,Sales,High School,Married,Manager,No,Travel_Rarely,1,0.0,0.0,0.0,less,greater,0.48325892857142855,Close,Under 30,124.0
43.0,18.0,9114.0,16.0,4.0,6.0,3.0,2.0,1.0,0.0,4.0,Female,Development,Bachelors,Single,Engineer,Yes,Travel_Rarely,0,0.1111111111111111,0.05555555555555555,0.0006583278472679394,greater,greater,0.49280575539568344,Moderate,40-50,54.0
35.0,32.0,14411.0,49.0,4.0,17.0,3.0,15.0,10.0,10.0,2.0,Female,Finance,PhD,Married,Technician,Yes,Travel_Rarely,0,0.46875,0.3125,0.0011796544306432587,less,equal,0.5064177362893816,Very Far,30-40,96.0
54.0,7.0,17003.0,45.0,5.0,9.0,2.0,0.0,0.0,0.0,2.0,Female,Sales,Masters,Single,Clerk,No,Travel_Frequently,0,0.0,0.0,0.0005293183555843086,equal,equal,0.48325892857142855,Very Far,50+,14.0
30.0,31.0,8492.0,9.0,1.0,4.0,1.0,22.0,16.0,3.0,2.0,Female,Development,Bachelors,Single,Manager,Yes,Travel_Frequently,0,0.7096774193548387,0.5161290322580645,0.0004710315591144607,less,less,0.49280575539568344,Close,Under 30,31.0
45.0,29.0,6344.0,47.0,1.0,7.0,2.0,7.0,3.0,4.0,1.0,Male,HR,High School,Divorced,Engineer,No,Travel_Rarely,0,0.2413793103448276,0.10344827586206896,0.0011034047919293822,equal,less,0.47465437788018433,Very Far,40-50,58.0
22.0,27.0,3971.0,26.0,4.0,24.0,1.0,19.0,8.0,10.0,3.0,Male,Sales,High School,Single,Manager,No,Travel_Frequently,0,0.7037037037037037,0.2962962962962963,0.0060438176781667085,less,greater,0.48325892857142855,Far,Under 30,27.0
30.0,31.0,15582.0,26.0,2.0,12.0,1.0,2.0,1.0,0.0,4.0,Male,HR,Masters,Single,Executive,No,Non-Travel,0,0.06451612903225806,0.03225806451612903,0.0007701193685021178,greater,equal,0.47465437788018433,Far,Under 30,31.0
57.0,33.0,19096.0,27.0,4.0,24.0,3.0,6.0,4.0,4.0,3.0,Female,HR,PhD,Married,Technician,No,Non-Travel,0,0.18181818181818182,0.12121212121212122,0.0012568077084206116,equal,less,0.47465437788018433,Far,50+,99.0
49.0,12.0,17342.0,48.0,1.0,3.0,1.0,9.0,9.0,3.0,4.0,Male,Support,Masters,Single,Engineer,No,Travel_Frequently,0,0.75,0.75,0.00017299042786299157,greater,greater,0.48679678530424797,Very Far,40-50,12.0
46.0,24.0,14534.0,4.0,5.0,9.0,1.0,6.0,2.0,1.0,2.0,Male,Development,PhD,Divorced,Technician,No,Travel_Frequently,0,0.25,0.08333333333333333,0.0006192376496490986,less,less,0.49280575539568344,Close,40-50,24.0
20.0,39.0,14768.0,19.0,1.0,20.0,4.0,9.0,5.0,1.0,2.0,Male,HR,Masters,Divorced,Engineer,No,Travel_Rarely,0,0.23076923076923078,0.1282051282051282,0.0013542795232936078,greater,less,0.47465437788018433,Moderate,Under 30,156.0
57.0,38.0,8472.0,34.0,1.0,24.0,1.0,5.0,2.0,3.0,1.0,Female,Sales,High School,Married,Clerk,Yes,Non-Travel,0,0.13157894736842105,0.05263157894736842,0.0028328611898017,less,less,0.48325892857142855,Far,50+,38.0
51.0,9.0,11640.0,6.0,3.0,7.0,2.0,1.0,1.0,1.0,3.0,Male,Finance,High School,Divorced,Manager,No,Non-Travel,0,0.1111111111111111,0.1111111111111111,0.0006013745704467354,less,greater,0.5064177362893816,Close,50+,18.0
57.0,30.0,7124.0,45.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,Female,Support,High School,Single,Executive,No,Travel_Rarely,0,0.0,0.0,0.0012633352049410444,equal,less,0.48679678530424797,Very Far,50+,30.0
44.0,10.0,10650.0,15.0,5.0,12.0,2.0,5.0,3.0,3.0,4.0,Male,Sales,Bachelors,Divorced,Clerk,No,Travel_Frequently,1,0.5,0.3,0.0011267605633802818,greater,greater,0.48325892857142855,Moderate,40-50,20.0
30.0,24.0,4843.0,10.0,1.0,11.0,4.0,15.0,14.0,12.0,2.0,Male,Sales,Masters,Married,Clerk,Yes,Non-Travel,0,0.625,0.5833333333333334,0.0022713194301053068,equal,equal,0.48325892857142855,Close,Under 30,96.0
50.0,19.0,2497.0,36.0,5.0,12.0,3.0,12.0,6.0,6.0,2.0,Female,HR,High School,Single,Technician,Yes,Travel_Rarely,0,0.631578947368421,0.3157894736842105,0.004805766920304365,less,less,0.47465437788018433,Far,40-50,57.0
23.0,6.0,4134.0,46.0,4.0,9.0,4.0,6.0,0.0,5.0,3.0,Female,Development,Bachelors,Married,Executive,No,Travel_Frequently,0,1.0,0.0,0.0021770682148040637,greater,equal,0.49280575539568344,Very Far,Under 30,24.0
36.0,34.0,6292.0,6.0,3.0,0.0,1.0,23.0,1.0,7.0,3.0,Male,Development,PhD,Married,Clerk,Yes,Travel_Frequently,0,0.6764705882352942,0.029411764705882353,0.0,greater,equal,0.49280575539568344,Close,30-40,34.0
33.0,28.0,2026.0,44.0,5.0,8.0,2.0,1.0,1.0,0.0,2.0,Female,Sales,PhD,Divorced,Technician,Yes,Travel_Rarely,0,0.03571428571428571,0.03571428571428571,0.003948667324777887,less,equal,0.48325892857142855,Very Far,30-40,56.0
57.0,11.0,14108.0,40.0,2.0,2.0,1.0,10.0,0.0,3.0,3.0,Female,Finance,High School,Married,Clerk,No,Non-Travel,0,0.9090909090909091,0.0,0.0001417635384179189,greater,greater,0.5064177362893816,Very Far,50+,11.0
45.0,4.0,16470.0,6.0,2.0,16.0,2.0,0.0,0.0,0.0,2.0,Male,HR,PhD,Divorced,Manager,No,Travel_Rarely,1,0.0,0.0,0.0009714632665452338,less,less,0.47465437788018433,Close,40-50,8.0
50.0,11.0,4253.0,15.0,5.0,20.0,2.0,3.0,0.0,2.0,3.0,Male,Support,Masters,Married,Engineer,No,Travel_Frequently,1,0.2727272727272727,0.0,0.0047025628967787446,greater,equal,0.48679678530424797,Moderate,40-50,22.0
58.0,28.0,13490.0,29.0,5.0,9.0,3.0,12.0,2.0,11.0,3.0,Female,Support,Bachelors,Married,Manager,No,Non-Travel,1,0.42857142857142855,0.07142857142857142,0.0006671608598962194,less,equal,0.48679678530424797,Far,50+,84.0
30.0,34.0,15379.0,25.0,4.0,18.0,3.0,9.0,4.0,4.0,2.0,Female,Sales,PhD,Divorced,Clerk,Yes,Travel_Frequently,0,0.2647058823529412,0.11764705882352941,0.0011704272059301646,equal,equal,0.48325892857142855,Moderate,Under 30,102.0
60.0,19.0,14649.0,19.0,3.0,5.0,3.0,11.0,0.0,1.0,4.0,Female,Development,PhD,Divorced,Clerk,No,Travel_Frequently,0,0.5789473684210527,0.0,0.00034132022663663046,greater,greater,0.49280575539568344,Moderate,50+,57.0
59.0,15.0,3086.0,42.0,4.0,15.0,2.0,3.0,0.0,3.0,2.0,Male,Support,High School,Divorced,Technician,Yes,Travel_Frequently,1,0.2,0.0,0.004860661049902786,less,less,0.48679678530424797,Very Far,50+,30.0
53.0,29.0,4015.0,46.0,3.0,3.0,1.0,6.0,5.0,0.0,1.0,Male,Support,High School,Married,Executive,Yes,Travel_Rarely,0,0.20689655172413793,0.1724137931034483,0.0007471980074719801,equal,less,0.48679678530424797,Very Far,50+,29.0
44.0,8.0,11907.0,14.0,4.0,3.0,2.0,0.0,0.0,0.0,3.0,Female,Development,High School,Single,Clerk,Yes,Travel_Frequently,0,0.0,0.0,0.0002519526329050139,greater,equal,0.49280575539568344,Moderate,40-50,16.0
55.0,9.0,9123.0,39.0,3.0,17.0,3.0,4.0,2.0,2.0,1.0,Female,HR,PhD,Divorced,Manager,No,Travel_Rarely,0,0.4444444444444444,0.2222222222222222,0.001863422119916694,less,less,0.47465437788018433,Very Far,50+,27.0
24.0,12.0,15934.0,39.0,1.0,17.0,1.0,8.0,7.0,6.0,2.0,Male,Finance,Bachelors,Divorced,Clerk,No,Travel_Rarely,1,0.6666666666666666,0.5833333333333334,0.0010669009664867578,equal,equal,0.5064177362893816,Very Far,Under 30,12.0
22.0,19.0,9084.0,21.0,3.0,6.0,2.0,3.0,0.0,1.0,4.0,Male,HR,Bachelors,Married,Manager,Yes,Travel_Frequently,0,0.15789473684210525,0.0,0.0006605019815059445,equal,equal,0.47465437788018433,Moderate,Under 30,38.0
62.0,3.0,6467.0,10.0,3.0,4.0,2.0,2.0,1.0,0.0,2.0,Female,HR,Bachelors,Single,Clerk,No,Travel_Rarely,0,0.6666666666666666,0.3333333333333333,0.0006185248183083346,equal,less,0.47465437788018433,Close,50+,6.0
48.0,27.0,4896.0,15.0,4.0,20.0,1.0,17.0,12.0,16.0,3.0,Male,Finance,Bachelors,Married,Manager,Yes,Travel_Frequently,1,0.6296296296296297,0.4444444444444444,0.004084967320261438,less,greater,0.5064177362893816,Moderate,40-50,27.0
59.0,12.0,11342.0,44.0,1.0,6.0,3.0,7.0,6.0,1.0,3.0,Male,HR,High School,Divorced,Executive,Yes,Travel_Rarely,1,0.5833333333333334,0.5,0.0005290072297654734,greater,less,0.47465437788018433,Very Far,50+,36.0
27.0,2.0,19718.0,17.0,4.0,1.0,4.0,1.0,0.0,0.0,4.0,Female,HR,PhD,Married,Clerk,No,Travel_Rarely,0,0.5,0.0,5.071508266558474e-05,greater,equal,0.47465437788018433,Moderate,Under 30,8.0
49.0,36.0,19672.0,29.0,2.0,4.0,3.0,1.0,0.0,0.0,4.0,Female,HR,High School,Married,Engineer,No,Travel_Frequently,1,0.027777777777777776,0.0,0.00020333468889792598,greater,equal,0.47465437788018433,Far,40-50,108.0
60.0,18.0,10937.0,17.0,2.0,4.0,1.0,13.0,11.0,12.0,3.0,Female,Sales,High School,Married,Manager,No,Travel_Rarely,0,0.7222222222222222,0.6111111111111112,0.0003657310048459358,less,greater,0.48325892857142855,Moderate,50+,18.0
56.0,18.0,14707.0,38.0,5.0,1.0,3.0,17.0,7.0,7.0,3.0,Female,Finance,Bachelors,Single,Executive,No,Travel_Frequently,1,0.9444444444444444,0.3888888888888889,6.799483239273815e-05,greater,greater,0.5064177362893816,Very Far,50+,54.0
48.0,16.0,7928.0,21.0,5.0,18.0,2.0,14.0,3.0,5.0,1.0,Female,Support,High School,Divorced,Engineer,Yes,Travel_Rarely,0,0.875,0.1875,0.002270433905146317,equal,less,0.48679678530424797,Moderate,40-50,32.0
35.0,17.0,19081.0,47.0,2.0,4.0,1.0,17.0,13.0,7.0,4.0,Male,Sales,High School,Divorced,Engineer,No,Non-Travel,0,1.0,0.7647058823529411,0.00020963261883549081,greater,greater,0.48325892857142855,Very Far,30-40,17.0
53.0,17.0,13226.0,14.0,3.0,11.0,2.0,10.0,7.0,3.0,4.0,Male,Sales,Bachelors,Married,Clerk,Yes,Travel_Rarely,1,0.5882352941176471,0.4117647058823529,0.0008316951459246938,greater,greater,0.48325892857142855,Moderate,50+,34.0
19.0,22.0,18858.0,10.0,5.0,12.0,3.0,13.0,3.0,6.0,3.0,Female,Sales,Masters,Divorced,Manager,Yes,Non-Travel,1,0.5909090909090909,0.13636363636363635,0.0006363347120585428,less,greater,0.48325892857142855,Close,Under 30,66.0
31.0,39.0,14168.0,42.0,5.0,21.0,4.0,23.0,1.0,6.0,2.0,Male,Sales,High School,Divorced,Technician,No,Travel_Rarely,0,0.5897435897435898,0.02564102564102564,0.0014822134387351778,less,equal,0.48325892857142855,Very Far,30-40,156.0
30.0,8.0,16189.0,23.0,3.0,19.0,4.0,0.0,0.0,0.0,4.0,Female,HR,High School,Married,Clerk,No,Non-Travel,0,0.0,0.0,0.0011736364197912164,greater,equal,0.47465437788018433,Moderate,Under 30,32.0
46.0,28.0,8532.0,39.0,4.0,6.0,1.0,2.0,1.0,0.0,1.0,Male,Support,High School,Single,Clerk,Yes,Travel_Rarely,0,0.07142857142857142,0.03571428571428571,0.0007032348804500703,less,less,0.48679678530424797,Very Far,40-50,28.0
29.0,28.0,10702.0,39.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,Female,Development,Bachelors,Single,Clerk,Yes,Non-Travel,1,0.03571428571428571,0.0,9.344047841524949e-05,less,less,0.49280575539568344,Very Far,Under 30,56.0
56.0,1.0,12452.0,14.0,5.0,21.0,3.0,1.0,0.0,0.0,3.0,Male,Finance,PhD,Single,Executive,Yes,Non-Travel,0,1.0,0.0,0.0016864760681015098,greater,greater,0.5064177362893816,Moderate,50+,3.0
19.0,16.0,7384.0,47.0,4.0,13.0,1.0,15.0,7.0,2.0,4.0,Male,Sales,High School,Divorced,Executive,Yes,Travel_Rarely,0,0.9375,0.4375,0.0017605633802816902,greater,greater,0.48325892857142855,Very Far,Under 30,16.0
30.0,27.0,19445.0,41.0,4.0,4.0,4.0,2.0,0.0,2.0,2.0,Female,Sales,High School,Single,Technician,No,Travel_Frequently,0,0.07407407407407407,0.0,0.00020570840833119053,less,equal,0.48325892857142855,Very Far,Under 30,108.0
44.0,29.0,18691.0,47.0,1.0,24.0,1.0,20.0,16.0,1.0,4.0,Male,Sales,PhD,Married,Engineer,No,Travel_Rarely,1,0.6896551724137931,0.5517241379310345,0.001284040447274089,greater,greater,0.48325892857142855,Very Far,40-50,29.0
58.0,34.0,11188.0,9.0,1.0,21.0,2.0,3.0,1.0,2.0,2.0,Female,Sales,High School,Single,Manager,No,Travel_Frequently,1,0.08823529411764706,0.029411764705882353,0.0018770110833035395,less,equal,0.48325892857142855,Close,50+,68.0
34.0,19.0,11321.0,23.0,3.0,11.0,2.0,11.0,8.0,6.0,3.0,Male,Sales,High School,Single,Engineer,No,Travel_Rarely,0,0.5789473684210527,0.42105263157894735,0.0009716456143450225,greater,greater,0.48325892857142855,Moderate,30-40,38.0
57.0,15.0,2303.0,7.0,2.0,3.0,1.0,6.0,0.0,2.0,4.0,Female,Finance,Masters,Married,Engineer,No,Non-Travel,0,0.4,0.0,0.0013026487190620929,greater,greater,0.5064177362893816,Close,50+,15.0
48.0,33.0,8486.0,24.0,3.0,16.0,3.0,10.0,7.0,0.0,2.0,Female,Support,PhD,Divorced,Technician,Yes,Travel_Rarely,1,0.30303030303030304,0.21212121212121213,0.0018854584020740043,less,less,0.48679678530424797,Moderate,40-50,99.0
51.0,13.0,7566.0,43.0,1.0,15.0,4.0,10.0,6.0,4.0,1.0,Male,Sales,Masters,Divorced,Engineer,No,Travel_Rarely,1,0.7692307692307693,0.46153846153846156,0.0019825535289452814,equal,less,0.48325892857142855,Very Far,50+,52.0
62.0,19.0,11046.0,9.0,3.0,9.0,4.0,0.0,0.0,0.0,3.0,Male,Sales,High School,Married,Executive,No,Travel_Rarely,1,0.0,0.0,0.0008147745790331341,greater,greater,0.48325892857142855,Close,50+,76.0
52.0,23.0,7724.0,38.0,4.0,2.0,3.0,18.0,15.0,8.0,2.0,Male,Sales,High School,Divorced,Technician,Yes,Travel_Frequently,1,0.782608695652174,0.6521739130434783,0.0002589331952356292,less,equal,0.48325892857142855,Very Far,50+,69.0
23.0,17.0,17579.0,7.0,5.0,21.0,4.0,5.0,4.0,4.0,2.0,Female,HR,High School,Married,Executive,No,Non-Travel,1,0.29411764705882354,0.23529411764705882,0.001194607201774845,greater,less,0.47465437788018433,Close,Under 30,68.0
36.0,8.0,7350.0,23.0,1.0,0.0,4.0,3.0,0.0,3.0,3.0,Male,HR,Bachelors,Married,Technician,No,Non-Travel,0,0.375,0.0,0.0,equal,less,0.47465437788018433,Moderate,30-40,32.0
47.0,18.0,11009.0,25.0,1.0,5.0,2.0,11.0,6.0,3.0,4.0,Female,Development,Bachelors,Single,Clerk,No,Travel_Rarely,0,0.6111111111111112,0.3333333333333333,0.0004541738577527477,greater,greater,0.49280575539568344,Moderate,40-50,36.0
24.0,19.0,16025.0,46.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,Female,Sales,Bachelors,Married,Executive,Yes,Travel_Frequently,1,0.10526315789473684,0.05263157894736842,0.00012480499219968798,greater,greater,0.48325892857142855,Very Far,Under 30,38.0
58.0,25.0,6133.0,43.0,3.0,6.0,3.0,2.0,0.0,0.0,2.0,Male,Finance,PhD,Married,Engineer,Yes,Travel_Rarely,0,0.08,0.0,0.0009783140388064568,greater,equal,0.5064177362893816,Very Far,50+,75.0
49.0,30.0,11370.0,7.0,2.0,8.0,2.0,9.0,5.0,2.0,3.0,Female,Development,High School,Divorced,Executive,No,Travel_Rarely,1,0.3,0.16666666666666666,0.0007036059806508355,greater,equal,0.49280575539568344,Close,40-50,60.0
51.0,34.0,17862.0,6.0,1.0,21.0,4.0,2.0,2.0,2.0,1.0,Male,Support,PhD,Single,Technician,Yes,Travel_Rarely,1,0.058823529411764705,0.058823529411764705,0.0011756802149815251,less,less,0.48679678530424797,Close,50+,136.0
45.0,2.0,2104.0,36.0,4.0,11.0,4.0,1.0,1.0,0.0,2.0,Female,HR,Bachelors,Single,Clerk,Yes,Travel_Rarely,0,0.5,0.5,0.005228136882129277,equal,less,0.47465437788018433,Far,40-50,8.0
32.0,39.0,16269.0,46.0,4.0,13.0,4.0,26.0,11.0,15.0,2.0,Female,HR,High School,Married,Clerk,Yes,Travel_Rarely,1,0.6666666666666666,0.28205128205128205,0.0007990657077878173,equal,less,0.47465437788018433,Very Far,30-40,156.0
47.0,28.0,10561.0,22.0,4.0,0.0,1.0,28.0,9.0,13.0,2.0,Female,Sales,High School,Married,Engineer,No,Travel_Frequently,1,1.0,0.32142857142857145,0.0,greater,equal,0.48325892857142855,Moderate,40-50,28.0
54.0,5.0,14389.0,35.0,1.0,24.0,4.0,2.0,2.0,0.0,3.0,Male,Sales,Masters,Divorced,Technician,Yes,Travel_Rarely,1,0.4,0.4,0.0016679407881020224,equal,greater,0.48325892857142855,Far,50+,20.0
39.0,23.0,18360.0,47.0,4.0,20.0,3.0,6.0,4.0,1.0,3.0,Female,Finance,Masters,Divorced,Manager,No,Travel_Rarely,1,0.2608695652173913,0.17391304347826086,0.0010893246187363835,less,greater,0.5064177362893816,Very Far,30-40,69.0
21.0,37.0,19073.0,33.0,1.0,1.0,3.0,8.0,7.0,7.0,1.0,Female,Support,Bachelors,Single,Executive,No,Travel_Rarely,0,0.21621621621621623,0.1891891891891892,5.243013684265716e-05,equal,less,0.48679678530424797,Far,Under 30,111.0
37.0,33.0,16214.0,21.0,4.0,2.0,4.0,26.0,13.0,12.0,2.0,Male,Sales,PhD,Divorced,Engineer,No,Travel_Rarely,0,0.7878787878787878,0.3939393939393939,0.00012335019119279634,greater,equal,0.48325892857142855,Moderate,30-40,132.0
49.0,6.0,8743.0,11.0,2.0,10.0,4.0,2.0,1.0,1.0,2.0,Male,Sales,Bachelors,Married,Clerk,Yes,Travel_Rarely,1,0.3333333333333333,0.16666666666666666,0.0011437721605856114,equal,equal,0.48325892857142855,Close,40-50,24.0
53.0,10.0,4588.0,13.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,Male,Finance,Masters,Divorced,Manager,Yes,Travel_Rarely,0,0.0,0.0,0.0008718395815170009,less,less,0.5064177362893816,Close,50+,10.0
21.0,10.0,3535.0,3.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,Female,Finance,Masters,Married,Technician,No,Non-Travel,1,0.1,0.0,0.0002828854314002829,less,less,0.5064177362893816,Close,Under 30,40.0
44.0,35.0,16698.0,13.0,3.0,13.0,4.0,9.0,1.0,8.0,3.0,Male,Finance,High School,Single,Executive,No,Non-Travel,0,0.2571428571428571,0.02857142857142857,0.0007785363516588813,greater,greater,0.5064177362893816,Close,40-50,140.0
34.0,19.0,4028.0,41.0,3.0,12.0,4.0,14.0,1.0,12.0,2.0,Female,HR,PhD,Single,Clerk,No,Travel_Rarely,1,0.7368421052631579,0.05263157894736842,0.0029791459781529296,equal,less,0.47465437788018433,Very Far,30-40,76.0
29.0,15.0,16947.0,34.0,5.0,13.0,1.0,10.0,0.0,6.0,4.0,Male,Development,PhD,Married,Manager,No,Travel_Frequently,0,0.6666666666666666,0.0,0.0007670974213725144,equal,greater,0.49280575539568344,Far,Under 30,15.0
39.0,4.0,4769.0,28.0,5.0,2.0,3.0,1.0,0.0,0.0,4.0,Female,Development,High School,Single,Technician,Yes,Travel_Rarely,0,0.25,0.0,0.0004193751310547285,greater,greater,0.49280575539568344,Far,30-40,12.0
34.0,23.0,8486.0,40.0,5.0,7.0,4.0,8.0,2.0,6.0,1.0,Female,Sales,PhD,Divorced,Clerk,Yes,Travel_Frequently,0,0.34782608695652173,0.08695652173913043,0.0008248880509073768,less,less,0.48325892857142855,Very Far,30-40,92.0
27.0,29.0,9241.0,34.0,2.0,12.0,3.0,18.0,9.0,15.0,1.0,Female,HR,Bachelors,Married,Clerk,No,Travel_Frequently,0,0.6206896551724138,0.3103448275862069,0.0012985607618223136,less,less,0.47465437788018433,Far,Under 30,87.0
18.0,29.0,10135.0,32.0,2.0,21.0,1.0,21.0,4.0,6.0,1.0,Male,Finance,Bachelors,Single,Technician,Yes,Travel_Frequently,0,0.7241379310344828,0.13793103448275862,0.002072027627035027,less,less,0.5064177362893816,Far,Under 30,29.0
39.0,38.0,16173.0,23.0,2.0,11.0,1.0,22.0,1.0,14.0,4.0,Male,Sales,Masters,Divorced,Technician,Yes,Travel_Frequently,0,0.5789473684210527,0.02631578947368421,0.000680145922216039,greater,greater,0.48325892857142855,Moderate,30-40,38.0
43.0,36.0,14667.0,24.0,1.0,17.0,4.0,27.0,9.0,11.0,4.0,Male,HR,Bachelors,Divorced,Engineer,Yes,Travel_Frequently,0,0.75,0.25,0.0011590645667143929,greater,equal,0.47465437788018433,Moderate,40-50,144.0
31.0,19.0,11340.0,24.0,2.0,16.0,1.0,12.0,12.0,4.0,3.0,Female,HR,High School,Single,Technician,No,Travel_Rarely,1,0.631578947368421,0.631578947368421,0.0014109347442680777,equal,less,0.47465437788018433,Moderate,30-40,19.0
64.0,21.0,16373.0,3.0,4.0,6.0,3.0,8.0,3.0,8.0,2.0,Male,Sales,Masters,Divorced,Manager,Yes,Non-Travel,1,0.38095238095238093,0.14285714285714285,0.00036645697184388936,less,equal,0.48325892857142855,Close,50+,63.0
46.0,20.0,19164.0,17.0,5.0,21.0,2.0,14.0,8.0,0.0,3.0,Female,Development,High School,Married,Executive,No,Non-Travel,0,0.7,0.4,0.0010958046336881652,greater,equal,0.49280575539568344,Moderate,40-50,40.0
53.0,26.0,4153.0,10.0,5.0,12.0,4.0,20.0,5.0,11.0,3.0,Female,Support,Masters,Single,Technician,Yes,Non-Travel,1,0.7692307692307693,0.19230769230769232,0.002889477486154587,equal,equal,0.48679678530424797,Close,50+,104.0
29.0,34.0,4583.0,24.0,1.0,20.0,4.0,0.0,0.0,0.0,3.0,Female,Sales,Bachelors,Married,Engineer,Yes,Travel_Rarely,0,0.0,0.0,0.004363953742090334,greater,greater,0.48325892857142855,Moderate,Under 30,136.0
46.0,39.0,14036.0,15.0,1.0,23.0,1.0,27.0,3.0,14.0,4.0,Male,Finance,Bachelors,Married,Executive,Yes,Travel_Rarely,0,0.6923076923076923,0.07692307692307693,0.0016386434881732687,greater,greater,0.5064177362893816,Moderate,40-50,39.0
28.0,5.0,19553.0,49.0,1.0,18.0,4.0,2.0,1.0,1.0,1.0,Male,Sales,Bachelors,Divorced,Engineer,No,Travel_Frequently,0,0.4,0.2,0.0009205748478494348,equal,less,0.48325892857142855,Very Far,Under 30,20.0
50.0,31.0,9036.0,22.0,4.0,20.0,4.0,10.0,10.0,5.0,3.0,Male,Sales,High School,Divorced,Technician,Yes,Travel_Frequently,0,0.3225806451612903,0.3225806451612903,0.002213368747233289,equal,greater,0.48325892857142855,Moderate,40-50,124.0
23.0,15.0,18036.0,17.0,1.0,23.0,3.0,6.0,1.0,5.0,4.0,Male,Finance,PhD,Divorced,Technician,No,Non-Travel,0,0.4,0.06666666666666667,0.0012752273231315147,greater,greater,0.5064177362893816,Moderate,Under 30,45.0
